age,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,RevolvingUtilizationOfUnsecuredLines,SeriousDlqin2yrs
25,3168.93,0.3182,10,0,0,1,0,0.2389,1
39,3719.48,0.2905,4,0,1,0,0,0.2021,0
77,3992.98,0.0355,4,1,1,0,0,0.0507,0
38,2091.17,0.5559,6,0,0,0,0,0.6172,0
73,5554.06,0.2163,7,0,0,1,0,0.1439,1
53,3093.93,0.4626,6,3,0,0,0,0.1207,0
59,5045.95,0.295,9,1,0,0,0,0.1864,0
62,3605.67,0.4959,10,0,0,0,0,0.276,0
53,5176.44,0.5143,3,0,0,0,1,0.254,1
23,2844.65,0.3159,10,0,0,0,0,0.2142,0
75,2267.06,0.1623,4,1,0,0,0,0.4455,1
49,4703.75,0.5604,6,1,1,0,1,0.3676,1
59,2707.44,0.5923,6,1,0,1,0,0.5811,1
53,8736.56,0.332,7,0,0,0,0,0.3318,1
59,3791.79,0.0961,4,1,0,0,0,0.2696,0
41,1596.9,0.2151,9,1,2,0,0,0.2812,0
70,2562.45,0.2016,12,0,0,0,0,0.3249,0
34,1999.03,0.2349,6,1,1,0,1,0.2771,1
59,6930.94,0.2845,7,0,0,0,0,0.2463,0
55,5791.37,0.2304,9,1,0,0,0,0.4002,1
50,3510.01,0.0991,6,0,0,0,0,0.6999,0
22,4333.12,0.4604,4,1,1,0,0,0.4787,1
43,3454.36,0.0164,7,1,0,0,0,0.5108,1
23,6101.2,0.1372,1,0,0,0,0,0.0407,0
50,4973.6,0.331,6,1,1,0,0,0.0851,0
61,5541.31,0.5774,5,1,0,0,0,0.2819,1
51,3245.07,0.6163,6,0,0,0,0,0.2785,0
65,2492.56,0.1948,3,1,0,0,0,0.3701,0
42,5426.44,0.2298,9,3,0,0,0,0.0673,0
39,9235.45,0.4608,10,0,0,1,0,0.1185,1
47,7069.93,0.4257,7,1,1,0,0,0.0401,1
34,9404.99,0.0407,7,2,1,0,0,0.1049,0
68,4012.7,0.2967,9,1,0,0,1,0.3412,1
68,2034.5,0.3261,3,0,0,1,0,0.5005,1
45,2145.84,0.0909,1,1,1,0,0,0.0625,0
67,8331.03,0.2879,3,0,0,0,0,0.1558,0
22,1191.34,0.3401,11,1,1,0,0,0.3159,1
30,8980.89,0.2589,5,2,0,0,0,0.3488,1
37,2269.74,0.1984,5,3,0,1,0,0.6116,1
43,11545.3,0.264,6,3,0,0,0,0.4334,0
34,3489.94,0.1739,7,1,1,0,0,0.6146,1
51,5616.94,0.578,10,2,0,1,0,0.1715,1
67,15230.08,0.1599,4,1,1,0,0,0.6714,0
47,2986.66,0.4645,8,0,0,0,1,0.5128,0
47,2956.73,0.0955,6,0,1,0,0,0.2061,1
24,2399.69,0.2595,5,1,0,0,0,0.7539,1
37,1996.06,0.2685,4,0,0,0,0,0.2348,0
68,2987.24,0.2801,4,0,0,0,0,0.1426,0
68,2609.97,0.1287,2,0,0,0,0,0.4527,0
27,1719.6,0.2548,3,0,0,0,0,0.3395,1
22,3208.99,0.3505,6,0,2,0,0,0.4856,1
70,4768.9,0.4333,3,3,0,0,0,0.0189,0
31,2126.98,0.103,4,1,0,0,0,0.6867,1
54,3302.81,0.3278,8,3,1,0,0,0.3823,1
69,8466.76,0.2875,3,1,0,0,0,0.2573,1
67,1553.52,0.1971,4,1,0,0,0,0.3111,1
53,11602.78,0.3204,7,2,0,0,0,0.0149,1
43,2429.85,0.1225,7,0,1,0,0,0.2418,0
66,4107.39,0.0607,5,3,0,0,0,0.477,1
61,7843.95,0.5135,3,2,1,0,0,0.541,0
70,9420.13,0.6222,5,2,0,1,0,0.5463,1
51,4826.58,0.2977,8,1,0,0,0,0.7005,0
76,2400.17,0.5653,5,1,0,0,0,0.4586,1
66,2276.32,0.1582,8,1,0,0,0,0.5139,0
24,2578.76,0.214,3,0,0,0,0,0.3495,1
38,11311.26,0.3006,6,1,0,0,1,0.4902,1
68,2893.18,0.1736,9,1,3,1,0,0.5203,1
27,4421.24,0.2172,5,3,0,1,0,0.1224,0
62,1946.42,0.3837,4,1,0,0,0,0.124,1
41,1819.28,0.1816,9,1,1,0,0,0.4065,1
33,3699.06,0.1797,8,1,0,0,0,0.5261,0
52,2996.36,0.5418,7,0,0,0,0,0.3349,0
75,3130.59,0.1311,11,0,0,0,0,0.0995,1
73,1499.01,0.3289,6,1,1,0,0,0.4905,0
44,3483.9,0.469,9,2,0,0,0,0.5216,1
21,9223.98,0.065,6,1,0,0,0,0.3999,0
73,2182.39,0.3032,7,2,0,0,0,0.282,0
73,6238.29,0.226,4,1,0,0,0,0.6251,0
56,500.0,0.4938,5,1,0,0,0,0.4242,0
58,2249.79,0.5816,12,4,0,0,0,0.7146,0
52,1157.21,0.3282,5,1,0,0,0,0.0884,0
21,7644.35,0.4034,7,2,0,0,0,0.3912,1
30,6168.84,0.1201,5,1,1,0,1,0.4467,1
29,1957.45,0.1474,4,1,0,0,0,0.6834,1
74,4331.05,0.1918,6,1,0,0,0,0.2628,1
23,7487.77,0.3443,4,0,0,1,0,0.3091,0
53,8219.91,0.5267,12,0,0,1,0,0.2407,0
42,2854.14,0.3513,8,4,0,0,0,0.007,0
21,967.47,0.4064,4,0,1,0,1,0.1265,1
75,2123.62,0.2483,6,0,0,1,0,0.0617,1
22,5765.73,0.237,8,0,0,0,1,0.4044,1
71,12827.37,0.3571,6,1,1,0,0,0.1939,0
66,3524.19,0.0652,2,1,0,1,1,0.3229,1
67,2529.83,0.4575,5,1,1,0,0,0.5877,1
30,15361.46,0.4223,9,2,0,0,0,0.2799,1
72,4644.5,0.5,4,4,0,0,0,0.272,1
56,1742.96,0.1728,7,0,0,1,0,0.1259,1
44,3390.24,0.4235,7,1,1,1,0,0.3974,1
61,6633.96,0.147,4,0,0,0,0,0.3427,0
41,3490.41,0.3902,4,2,0,0,0,0.2464,0
37,5864.17,0.0819,10,2,1,0,0,0.3387,0
38,1389.91,0.1358,7,2,0,0,0,0.2953,0
54,1539.94,0.2249,4,0,1,0,0,0.6093,1
56,2342.76,0.6836,3,1,0,0,0,0.5867,0
35,3073.84,0.6589,5,2,1,0,0,0.1588,1
35,4448.71,0.2284,10,1,1,0,0,0.3222,1
76,5335.06,0.3872,9,0,0,1,0,0.3233,0
51,15989.19,0.205,7,2,0,1,0,0.458,0
71,2337.57,0.4909,4,0,0,0,0,0.3607,0
40,3015.76,0.4296,3,1,1,0,0,0.0784,1
37,2377.03,0.6594,8,1,0,0,0,0.6957,1
37,6957.9,0.1564,3,1,0,0,0,0.2565,1
52,7189.45,0.2001,4,0,0,0,0,0.1909,0
66,2783.34,0.1199,8,0,0,0,0,0.1342,0
50,12574.77,0.2993,5,2,0,0,0,0.375,1
38,2379.54,0.3439,7,2,0,0,1,0.1312,1
77,6754.41,0.2645,8,4,0,0,0,0.1226,1
54,8714.24,0.2861,8,2,0,0,0,0.0711,0
44,1608.49,0.2418,7,0,1,0,0,0.3094,0
21,5149.11,0.1501,4,1,0,0,0,0.5708,1
54,709.79,0.2158,7,0,2,0,1,0.4385,0
57,5970.15,0.285,12,2,0,0,0,0.2522,1
75,1880.02,0.4006,9,2,0,1,0,0.4783,0
34,5117.81,0.1692,7,2,0,0,0,0.7704,1
30,5727.26,0.4917,8,3,0,0,0,0.063,0
79,7130.12,0.7162,6,2,1,1,0,0.2664,1
53,6211.32,0.2836,6,2,0,0,0,0.2469,0
22,3765.13,0.0398,4,1,0,0,0,0.1095,1
27,2897.82,0.2854,10,1,1,0,0,0.2121,1
49,3482.01,0.3454,5,0,0,0,0,0.2789,0
57,1863.85,0.0201,9,2,1,0,0,0.2321,0
35,3206.67,0.0953,4,0,0,1,0,0.1896,1
42,3058.2,0.0818,4,0,0,0,0,0.2383,0
64,2268.94,0.0209,4,1,0,0,0,0.5839,1
78,1280.86,0.453,5,0,0,0,0,0.5851,1
49,1692.29,0.0938,12,1,0,0,0,0.1291,1
45,550.01,0.0388,8,0,0,1,0,0.5343,0
42,3026.83,0.4468,5,1,0,0,0,0.5803,0
29,4520.14,0.192,7,3,0,0,0,0.0786,1
24,728.12,0.2106,12,2,1,0,0,0.5062,0
70,4196.6,0.2534,13,1,1,0,0,0.0219,0
23,3382.99,0.1389,5,0,1,0,0,0.4553,0
69,1797.13,0.5536,4,0,0,0,0,0.4185,1
35,2810.95,0.3594,6,0,0,0,0,0.1556,1
61,6839.59,0.2894,5,0,0,0,0,0.6226,1
77,2029.38,0.2379,12,2,0,0,0,0.5294,1
65,3817.35,0.2116,7,2,0,0,0,0.4462,0
64,4482.6,0.0505,6,0,1,1,0,0.0271,0
36,2223.14,0.1078,9,1,0,0,0,0.2921,1
56,6667.25,0.2352,10,0,1,0,0,0.5672,1
58,4639.23,0.1797,4,0,1,0,0,0.145,0
46,3130.2,0.2517,7,2,0,0,0,0.1374,0
23,15032.12,0.1627,7,1,1,0,0,0.4237,1
74,6684.5,0.0834,4,1,0,0,0,0.5382,0
32,1323.86,0.1719,9,2,0,0,1,0.5145,0
78,2882.77,0.2312,4,0,0,0,0,0.3102,1
76,15994.27,0.1983,9,2,0,0,0,0.2409,0
22,2019.67,0.3328,10,0,1,0,0,0.5433,1
64,3788.78,0.3009,10,2,1,2,0,0.2014,1
58,7620.49,0.233,7,0,1,1,0,0.5851,1
34,5385.11,0.4706,2,2,0,0,0,0.4855,1
68,5871.6,0.2239,2,3,0,1,0,0.5281,1
27,5667.79,0.5033,9,3,0,0,0,0.5754,1
35,3696.85,0.057,9,0,0,0,0,0.0225,0
76,2263.37,0.5917,10,1,0,0,0,0.2273,1
64,4726.11,0.1011,4,2,0,0,0,0.2169,1
27,2859.31,0.2384,10,1,0,0,0,0.0888,1
29,2727.63,0.0515,5,1,0,0,0,0.2989,0
36,8861.6,0.053,9,1,1,0,0,0.5862,0
25,2896.92,0.3304,4,3,1,0,0,0.0117,1
31,10134.27,0.5806,5,1,0,0,0,0.3565,1
54,4247.39,0.3933,8,2,0,0,1,0.6897,1
21,3309.36,0.068,8,1,3,0,0,0.5374,1
37,1223.49,0.7313,9,1,0,0,0,0.3242,1
39,12989.72,0.0945,9,0,0,0,0,0.8929,0
78,3627.93,0.2334,11,0,0,0,0,0.5816,1
78,932.19,0.3834,5,2,0,0,0,0.4152,1
70,6585.56,0.048,12,2,0,0,1,0.1024,1
41,3532.94,0.1812,7,1,0,0,0,0.0116,1
52,2082.25,0.196,5,0,1,0,0,0.4009,1
50,6365.89,0.2065,5,3,0,1,0,0.2256,0
71,789.0,0.4842,7,0,0,0,0,0.2437,0
65,2372.13,0.2891,4,4,0,0,0,0.4732,1
74,3042.27,0.5806,11,1,0,0,0,0.3582,0
53,6071.21,0.2326,8,1,1,0,0,0.115,0
75,13962.79,0.2196,7,2,0,1,0,0.0743,0
64,3143.65,0.2957,5,0,0,0,0,0.1036,0
64,4798.06,0.6619,9,3,0,1,0,0.5447,0
60,18940.03,0.0314,11,2,2,0,0,0.2838,0
40,3651.31,0.3293,5,3,0,0,0,0.4798,0
56,4821.88,0.379,4,1,1,0,0,0.1765,0
42,1732.97,0.4203,8,0,0,0,0,0.4972,0
59,11795.82,0.2,9,0,2,0,0,0.2424,1
36,2373.72,0.0369,8,2,1,0,0,0.162,0
68,4277.58,0.0843,6,0,1,0,0,0.5478,0
54,4205.47,0.2182,5,1,0,1,0,0.2183,0
62,3832.23,0.3079,3,3,0,0,0,0.0889,0
34,2805.71,0.1965,6,1,0,0,0,0.7297,0
67,4208.22,0.3,5,1,0,0,0,0.3444,1
68,10450.54,0.4014,6,1,1,1,0,0.628,0
29,14307.8,0.1858,4,1,0,0,0,0.4169,1
41,3277.76,0.3768,8,2,0,0,0,0.4792,0
60,2780.32,0.322,10,1,0,0,0,0.3761,1
72,2241.14,0.1932,4,0,0,0,0,0.2439,1
64,18245.64,0.1235,4,2,0,0,0,0.486,0
48,3933.56,0.2882,2,2,2,0,0,0.1766,1
38,7108.35,0.5648,3,1,0,1,0,0.7663,1
74,5530.29,0.2111,5,1,1,0,1,0.2514,1
72,13698.49,0.2557,5,0,1,0,0,0.1337,1
73,3138.12,0.5969,4,3,0,0,0,0.0105,1
38,1873.87,0.2463,7,4,0,1,0,0.2152,0
46,11110.78,0.4803,4,0,0,0,0,0.4802,1
35,6260.3,0.0824,4,2,0,0,0,0.4733,1
77,4787.53,0.1561,7,1,1,0,0,0.1837,1
72,9146.4,0.4234,7,2,0,0,0,0.3357,1
31,4954.24,0.1496,8,0,0,1,0,0.4761,1
35,9338.87,0.2273,8,1,0,0,0,0.4291,1
53,4221.54,0.2635,7,0,1,1,0,0.1191,0
45,6255.21,0.2135,2,0,2,0,1,0.8287,1
48,4993.21,0.1129,10,0,1,0,0,0.3724,1
42,2995.39,0.1417,9,3,0,0,0,0.4489,0
60,3218.81,0.2413,5,2,0,0,0,0.2963,0
73,2876.37,0.4654,5,0,1,0,0,0.1602,0
75,4269.67,0.3682,5,1,1,1,0,0.2193,1
47,2769.77,0.2299,5,2,0,0,0,0.3379,0
69,4729.33,0.3621,7,0,0,1,0,0.2291,0
61,4633.84,0.4847,8,0,3,1,0,0.0332,0
32,4117.87,0.4286,4,1,0,0,0,0.1685,0
67,4161.0,0.3661,2,1,0,0,0,0.1912,0
41,2592.31,0.1301,3,4,0,0,0,0.8001,1
58,3074.24,0.0538,4,0,0,0,0,0.8018,1
63,1336.27,0.2137,5,1,0,0,0,0.0636,0
76,3388.28,0.0689,6,1,0,0,0,0.0429,0
76,2015.28,0.4326,5,0,0,0,0,0.683,1
68,3865.75,0.0945,1,2,0,0,0,0.1837,1
50,2371.57,0.1341,7,0,0,0,0,0.4295,0
44,1063.79,0.1881,5,1,1,0,0,0.657,1
47,14065.3,0.4383,7,0,2,0,0,0.2738,1
77,3168.91,0.1949,8,1,1,0,0,0.6503,0
33,8675.3,0.3452,10,3,0,0,0,0.2286,0
51,2653.95,0.7592,5,2,0,0,0,0.0471,0
61,10085.66,0.049,6,0,0,0,0,0.3262,0
22,1824.35,0.4844,8,1,1,0,0,0.5868,1
58,4046.55,0.203,8,2,0,0,0,0.0923,1
36,1890.56,0.1498,6,1,1,0,0,0.3518,1
37,17334.36,0.0456,8,1,0,0,0,0.4918,0
57,3135.18,0.0368,4,0,0,0,1,0.5621,0
21,5985.36,0.1865,4,1,0,0,0,0.0603,0
30,4771.17,0.142,1,1,0,1,0,0.2348,0
47,3585.63,0.0905,6,0,0,1,0,0.7635,0
55,4967.3,0.2935,6,1,0,0,0,0.6161,1
27,8229.69,0.3079,3,3,0,0,1,0.0605,0
42,5436.68,0.1141,3,0,1,2,0,0.1815,0
39,4013.72,0.141,5,0,0,1,0,0.1428,0
52,4972.08,0.6506,8,0,0,0,0,0.2625,1
38,11487.6,0.3909,8,1,0,1,0,0.3009,0
21,2835.33,0.3036,9,0,0,0,0,0.063,1
52,1197.11,0.4022,6,0,0,0,0,0.3703,0
71,1885.78,0.5698,4,1,0,0,0,0.6612,0
55,1971.85,0.1856,8,1,0,0,0,0.6846,0
42,2145.72,0.2175,2,0,0,0,0,0.0636,0
49,2190.44,0.1158,6,0,0,0,0,0.1815,0
29,3589.76,0.2713,6,0,0,0,0,0.3503,1
34,4223.63,0.1999,5,2,1,1,0,0.2988,1
46,4196.49,0.5518,3,2,0,0,1,0.4338,0
55,2349.21,0.5439,5,0,0,1,0,0.2865,1
49,6610.01,0.175,3,3,0,1,1,0.5569,1
77,5017.43,0.0867,4,0,0,0,0,0.0418,0
58,9403.01,0.1735,3,0,2,0,0,0.4643,1
22,6051.47,0.4575,4,1,0,2,0,0.3405,1
51,2952.13,0.5055,4,0,0,0,0,0.0607,0
55,7968.83,0.0621,3,0,0,0,1,0.8145,1
23,4290.47,0.2926,7,2,0,0,0,0.2588,1
43,5876.91,0.1351,5,2,0,0,0,0.6001,0
72,5609.73,0.1516,3,1,0,0,0,0.1761,0
42,3379.25,0.1795,9,4,0,0,0,0.2328,0
47,3873.69,0.2062,6,0,0,0,0,0.5159,1
34,3364.97,0.096,7,1,0,2,0,0.1049,0
25,2182.51,0.0483,4,0,0,0,0,0.3185,1
39,1005.44,0.0821,9,0,0,0,0,0.0055,0
66,2401.18,0.2777,3,1,1,0,0,0.193,0
79,4103.11,0.2307,7,2,0,0,0,0.1244,0
59,6983.82,0.2985,13,1,1,0,0,0.2983,0
70,5869.91,0.356,6,2,0,0,0,0.5448,0
59,3078.61,0.3287,3,3,1,0,0,0.2792,0
59,2420.9,0.4901,9,0,0,0,0,0.3581,1
46,3268.46,0.2941,8,3,0,0,0,0.2329,1
24,2028.39,0.1088,6,2,1,0,0,0.7124,0
45,1023.35,0.3642,6,3,0,0,0,0.5946,1
72,1440.74,0.0182,8,1,0,0,1,0.1279,1
52,8306.93,0.299,3,0,0,1,0,0.1527,0
65,11096.34,0.6235,6,4,0,0,0,0.3943,0
23,5723.66,0.1154,5,1,1,1,2,0.1284,1
32,3516.1,0.36,4,0,0,0,0,0.0701,0
38,1578.47,0.0536,6,0,1,0,0,0.242,0
42,3305.43,0.2713,5,0,0,0,0,0.4062,0
79,5255.88,0.2269,5,1,0,0,1,0.4234,0
48,5990.49,0.0532,4,1,2,0,0,0.6972,1
60,5504.31,0.243,4,1,0,0,0,0.4103,1
59,7523.15,0.474,5,1,0,0,0,0.4616,1
45,11681.61,0.3563,5,0,0,0,0,0.48,1
78,2855.46,0.8056,6,0,1,0,0,0.2479,1
34,19598.09,0.622,7,1,0,0,0,0.3344,0
23,1083.59,0.4651,4,0,0,0,1,0.4543,1
64,2282.47,0.4145,8,0,0,0,0,0.1435,0
59,4105.16,0.2375,9,0,0,0,0,0.0757,1
36,5061.49,0.1318,7,2,0,0,0,0.1621,0
72,3265.01,0.0814,7,3,0,0,0,0.2949,0
30,2704.14,0.12,5,1,0,0,0,0.9019,1
35,13650.77,0.1196,3,2,0,1,0,0.3356,0
30,2627.76,0.4231,7,2,0,0,0,0.6624,1
31,1975.1,0.4574,8,0,0,1,0,0.1009,1
64,10041.64,0.1808,6,0,2,0,0,0.3829,1
62,6060.16,0.2106,7,1,1,0,0,0.2611,0
58,7022.19,0.0382,3,0,0,0,0,0.065,1
71,4095.0,0.5267,4,2,1,0,0,0.0686,1
25,1594.65,0.3387,7,0,0,0,0,0.7381,1
57,3830.58,0.3502,2,2,1,0,0,0.2453,0
27,1468.19,0.427,2,0,0,0,0,0.6725,0
77,4210.7,0.4559,5,0,0,0,0,0.2575,0
58,5388.6,0.4465,10,0,0,0,0,0.8722,0
65,6941.35,0.0821,7,2,1,0,0,0.0774,0
54,3444.61,0.132,9,0,0,0,0,0.2661,1
43,5703.61,0.1333,4,1,1,0,0,0.1941,1
61,2116.87,0.0988,6,2,0,1,1,0.5825,0
70,6502.74,0.0344,5,1,1,0,0,0.6094,0
31,5457.5,0.4345,9,2,0,0,0,0.4266,1
72,2252.61,0.2577,4,0,0,0,0,0.5365,0
63,5005.12,0.1566,8,0,0,0,0,0.0534,0
26,7001.17,0.0769,4,4,1,0,0,0.2124,0
76,3816.88,0.4267,4,2,0,0,0,0.6342,0
31,2222.73,0.3329,7,0,0,0,0,0.1773,0
56,4050.73,0.3003,5,0,1,0,0,0.3624,1
28,5071.9,0.0885,6,2,0,0,0,0.6173,0
32,2212.74,0.2457,1,1,2,0,0,0.5935,1
58,1989.05,0.1656,4,0,1,1,0,0.1511,0
61,4978.95,0.363,7,1,0,0,1,0.2258,0
61,5966.95,0.3676,12,0,1,0,0,0.1533,1
41,13224.87,0.1956,2,2,1,0,0,0.8492,1
69,5428.6,0.3151,3,3,0,1,0,0.3716,1
23,1762.61,0.1173,5,1,0,0,0,0.4899,1
71,12380.4,0.6377,10,0,0,0,0,0.399,1
38,6856.77,0.5775,8,3,0,0,0,0.5634,1
57,1093.17,0.3714,2,2,0,0,0,0.2609,0
74,1962.21,0.3055,3,0,0,0,0,0.25,0
36,2710.98,0.2283,5,1,0,1,0,0.3493,0
45,6020.1,0.0856,5,0,0,0,0,0.5821,0
69,873.34,0.463,9,2,0,0,0,0.3748,1
72,3389.82,0.4506,7,0,0,0,0,0.458,1
34,5817.52,0.4752,4,0,0,1,0,0.3608,0
51,664.83,0.3949,2,1,1,1,0,0.6615,1
40,5699.05,0.2261,9,3,1,1,1,0.6136,1
51,6125.2,0.5316,6,0,0,0,1,0.5324,1
43,2190.77,0.3887,5,1,1,0,0,0.4526,0
21,1822.62,0.2293,8,0,0,0,0,0.2237,0
75,2170.31,0.1569,7,0,0,0,0,0.507,0
58,732.7,0.404,7,1,1,0,0,0.4392,0
48,2993.76,0.2459,8,0,1,1,0,0.7168,1
27,4153.71,0.0909,9,2,1,0,0,0.0652,0
25,1751.8,0.2776,8,2,0,1,0,0.3179,1
49,6523.91,0.4952,7,0,0,0,0,0.2698,1
59,3872.05,0.1035,3,3,0,1,0,0.2633,1
36,4255.68,0.3766,5,0,0,0,0,0.2678,1
64,2860.64,0.1217,4,0,0,0,0,0.014,0
44,5686.36,0.3796,6,1,0,0,0,0.1007,0
21,7897.78,0.3094,1,0,0,0,0,0.2928,0
52,2851.18,0.202,6,1,1,0,0,0.7402,1
31,5748.07,0.0691,6,1,1,0,1,0.8054,1
21,5786.12,0.1564,11,0,0,0,0,0.4288,1
28,4678.45,0.0778,10,1,0,0,0,0.5504,1
37,9959.01,0.3597,3,0,1,0,0,0.5371,0
51,2354.55,0.3097,7,0,0,1,0,0.6413,1
79,2827.28,0.2081,3,1,0,0,0,0.3292,0
33,2284.32,0.4302,8,4,0,0,0,0.0992,1
24,5625.21,0.1977,12,2,0,1,1,0.2299,1
32,3091.8,0.29,10,3,2,1,0,0.0492,0
39,2398.38,0.0348,11,2,0,1,0,0.007,1
33,9876.25,0.2575,4,4,0,1,0,0.4036,1
39,10782.76,0.1063,6,1,0,0,0,0.1039,0
78,2989.27,0.2866,2,0,0,0,0,0.1256,1
43,1602.88,0.4278,4,0,1,1,0,0.4801,1
58,11137.92,0.5053,1,0,0,0,0,0.5828,1
61,4829.21,0.1867,11,0,0,0,0,0.0382,1
28,4686.46,0.4909,4,0,1,0,0,0.6911,1
35,3877.71,0.3455,8,2,1,0,0,0.1894,0
45,2252.53,0.4622,4,1,1,0,0,0.599,1
48,2841.33,0.3368,8,0,0,0,0,0.1341,0
21,5467.8,0.3316,5,1,0,0,0,0.0699,1
59,2783.5,0.3073,5,1,0,0,0,0.2286,1
38,4721.07,0.4358,6,2,0,0,0,0.3096,0
40,3670.27,0.4339,7,2,1,0,0,0.0182,0
56,1931.14,0.1265,4,1,2,0,0,0.2803,1
76,9630.38,0.0738,10,3,0,0,0,0.0971,0
72,5200.03,0.6298,9,0,0,1,0,0.6543,0
78,4439.91,0.0529,7,1,0,0,0,0.0469,0
45,5079.73,0.2537,6,0,0,0,1,0.4786,1
28,1241.74,0.3457,1,2,0,0,0,0.1931,0
33,2708.34,0.5774,4,2,0,0,0,0.0596,1
41,1456.25,0.4669,8,1,0,0,0,0.4483,0
38,3923.78,0.1835,8,1,0,0,0,0.0587,0
33,4427.31,0.4176,5,1,0,0,0,0.2078,1
29,3963.19,0.0638,4,0,1,1,0,0.4573,1
32,7384.61,0.4471,4,1,1,0,0,0.3348,1
59,1482.65,0.1941,6,1,0,0,0,0.1443,1
49,2253.97,0.3626,6,0,0,0,0,0.3923,0
23,4668.57,0.4741,4,1,0,1,0,0.4427,1
54,4265.7,0.7218,3,1,1,0,0,0.0887,0
70,1653.65,0.2945,2,2,0,1,0,0.2869,1
46,7464.53,0.133,6,2,1,0,0,0.8115,1
39,9190.57,0.1805,8,1,0,0,0,0.3324,0
37,4700.16,0.4477,1,0,0,0,0,0.1268,0
43,1472.26,0.3306,6,2,0,0,0,0.6283,0
37,4007.15,0.198,5,2,0,0,0,0.2675,0
75,4465.81,0.3348,0,1,0,0,0,0.4828,0
79,3092.99,0.1367,7,0,0,0,1,0.2476,0
41,8171.0,0.3165,1,1,0,0,0,0.2554,1
75,3396.28,0.5507,4,0,1,0,0,0.2982,0
71,12870.92,0.4178,2,0,0,0,0,0.4415,1
25,5824.74,0.3002,2,0,1,0,0,0.1443,1
49,4296.9,0.173,8,0,0,0,0,0.4589,1
59,6324.94,0.041,6,1,0,0,0,0.1241,0
45,9122.79,0.1033,6,0,0,0,0,0.5879,0
47,6244.34,0.509,7,1,0,0,0,0.547,0
50,3479.0,0.2418,7,1,0,1,1,0.2449,1
61,2450.5,0.3545,10,0,0,0,1,0.2207,1
38,1857.03,0.4061,4,0,0,0,0,0.2493,1
56,841.82,0.0749,2,0,1,0,0,0.264,1
35,4042.18,0.1622,3,1,2,0,0,0.1517,0
73,2885.34,0.3625,9,1,0,0,0,0.0804,1
25,2979.54,0.5888,3,0,1,0,0,0.5033,1
24,6750.11,0.0572,4,1,0,0,0,0.1295,0
23,3404.17,0.0323,2,1,0,0,0,0.2563,1
41,11351.01,0.5578,4,1,0,0,0,0.3103,1
56,2581.54,0.4832,12,0,0,0,0,0.1956,1
79,2033.33,0.1064,2,2,0,0,0,0.1873,1
47,1712.0,0.3404,8,2,0,0,0,0.3945,1
31,5617.55,0.5692,4,1,0,0,0,0.1843,0
42,7265.49,0.2253,9,3,0,0,0,0.1231,0
28,2548.76,0.4475,5,1,0,0,0,0.1357,1
48,1922.94,0.4817,6,1,0,0,0,0.9113,1
64,9119.46,0.1206,3,1,1,0,0,0.757,1
23,1525.01,0.1319,9,2,0,0,0,0.2039,1
66,6675.05,0.4663,6,0,0,1,0,0.2188,0
34,2584.82,0.1779,6,0,0,0,0,0.1231,1
60,4620.5,0.4253,4,1,0,0,0,0.1639,1
69,6947.61,0.3317,6,0,0,0,0,0.5841,0
66,4845.25,0.1818,7,2,1,0,0,0.8473,0
60,3049.85,0.5774,7,2,0,1,0,0.3637,1
61,8414.05,0.0855,1,1,0,0,0,0.3495,1
32,4330.6,0.5055,7,0,0,1,0,0.5244,1
29,33173.47,0.5864,3,0,0,1,1,0.1779,1
43,1308.85,0.4203,5,0,0,1,0,0.3326,1
56,1297.3,0.4295,3,2,0,1,0,0.2133,0
57,6611.44,0.3008,5,1,0,0,0,0.0905,0
66,3572.24,0.1634,5,2,1,0,1,0.5159,0
39,5858.01,0.4416,5,1,0,0,0,0.1372,0
72,1883.66,0.1415,7,1,0,0,1,0.7075,1
47,3761.15,0.3113,4,1,0,0,0,0.236,0
35,4790.5,0.1445,3,1,0,0,0,0.4294,0
64,2627.46,0.2824,5,0,0,1,0,0.2828,0
28,4184.31,0.1661,6,0,0,0,0,0.6088,0
44,1608.54,0.4723,4,0,0,0,0,0.2287,1
67,4614.2,0.3101,6,1,1,1,0,0.2865,1
66,8666.92,0.2888,2,1,0,0,0,0.3154,0
36,1732.73,0.1224,5,2,0,0,0,0.1768,0
30,1671.08,0.2669,7,0,0,0,0,0.7751,1
22,7434.99,0.1402,4,1,0,0,0,0.3484,0
26,1653.45,0.4381,3,1,0,0,0,0.7309,1
69,6029.15,0.5036,6,1,0,0,0,0.2082,1
67,3763.89,0.2314,7,0,0,0,0,0.6213,0
50,2833.61,0.2401,11,0,0,0,0,0.0636,0
54,8777.22,0.1438,8,3,0,0,1,0.2541,1
40,6354.31,0.3112,7,2,0,0,0,0.0623,0
32,4306.28,0.0847,4,3,0,0,2,0.1186,1
21,1000.65,0.41,4,3,0,1,0,0.6808,1
60,5582.28,0.214,8,1,1,0,0,0.1853,0
23,1915.02,0.515,6,1,0,0,0,0.71,1
27,3188.07,0.7142,8,0,0,0,0,0.1031,1
67,3657.01,0.13,7,2,1,0,0,0.2034,0
55,11365.83,0.3033,7,1,0,0,0,0.3768,0
49,3127.7,0.0868,8,0,0,0,1,0.4557,0
