customer_id,age,annual_income,balance,spending_score,tenure_years,num_products,true_segment
C103794,23,4227.66,3671.01,22.4,0.4,1,Occasionnel
C103795,27,3574.1,2900.43,1.6,2.8,1,Occasionnel
C103796,33,5091.78,5882.67,47.1,4.1,1,Occasionnel
C103797,29,4779.12,2680.16,21.5,3.0,1,Occasionnel
C103798,54,6586.9,27127.37,55.4,4.6,3,Fidele
C103799,45,8623.53,32989.7,67.8,9.2,2,Fidele
C103800,58,12514.49,114461.8,73.0,12.4,5,Premium
C103801,28,6558.77,20081.67,57.3,6.5,2,Fidele
C103802,30,8083.97,18324.09,43.8,8.6,1,Fidele
C103803,35,6637.75,10019.92,55.7,9.3,2,Fidele
C103804,51,12497.98,75590.51,72.8,6.8,4,Premium
C103805,42,8434.0,22797.47,74.2,13.3,2,Fidele
C103806,23,3439.78,2826.56,32.1,3.1,1,Occasionnel
C103807,25,4717.67,4395.36,18.6,2.6,1,Occasionnel
C103808,37,4151.61,745.64,22.4,1.3,2,Risque
C103809,27,3381.1,5067.04,19.0,2.3,2,Occasionnel
C103810,22,4686.04,1582.5,14.4,2.1,1,Occasionnel
C103811,54,19852.49,89111.61,68.4,5.3,3,Premium
C103812,24,4706.94,4889.0,44.2,1.1,1,Occasionnel
C103813,51,18975.54,109155.73,93.1,10.1,4,Premium
C103814,39,3805.48,18430.65,61.0,9.3,1,Fidele
C103815,27,10208.36,18122.62,53.6,6.1,3,Fidele
C103816,26,4775.03,32944.41,82.1,10.0,2,Fidele
C103817,18,8587.46,18989.24,68.9,5.5,3,Fidele
C103818,35,7556.57,1956.53,47.8,2.7,1,Occasionnel
C103819,28,3495.61,3033.04,30.4,2.6,1,Occasionnel
C103820,18,3788.1,4341.54,22.0,1.5,1,Occasionnel
C103821,38,3029.15,4690.27,4.6,2.5,1,Occasionnel
C103822,33,2450.76,3636.63,41.9,1.3,3,Occasionnel
C103823,43,15834.66,86005.87,91.2,12.2,4,Premium
C103824,19,3315.31,838.89,19.9,1.4,2,Occasionnel
C103825,27,4997.65,-740.51,13.2,2.8,1,Occasionnel
C103826,18,6455.63,30647.85,64.8,10.7,1,Fidele
C103827,38,6768.34,7295.4,58.8,8.2,1,Fidele
C103828,40,1798.53,235.79,21.2,1.0,1,Risque
C103829,24,5106.19,2624.09,30.4,2.4,1,Occasionnel
C103830,68,6517.8,41504.9,63.8,9.2,3,Fidele
C103831,35,4443.52,4942.57,25.0,1.8,1,Occasionnel
C103832,62,7511.21,17013.84,64.2,2.7,2,Fidele
C103833,28,7915.05,25657.47,28.8,1.2,2,Fidele
C103834,42,9116.72,26930.18,59.7,3.5,3,Fidele
C103835,22,9815.9,16021.15,53.1,13.2,3,Fidele
C103836,27,3556.35,3899.39,7.2,1.7,1,Occasionnel
C103837,34,18044.6,108886.87,78.9,11.6,4,Premium
C103838,29,3259.94,3484.07,9.3,2.2,2,Occasionnel
C103839,24,7663.64,26552.24,49.0,4.6,1,Fidele
C103840,28,2624.75,2985.95,35.0,0.2,2,Occasionnel
C103841,18,3164.67,3618.2,20.2,1.2,1,Occasionnel
C103842,41,2057.31,1011.82,37.7,0.7,1,Occasionnel
C103843,35,6036.79,4560.4,32.2,2.0,1,Occasionnel
C103844,32,1341.28,129.64,35.7,0.1,1,Risque
C103845,24,6755.73,4692.61,45.7,3.1,1,Occasionnel
C103846,32,1096.21,2289.47,17.5,2.5,3,Occasionnel
C103847,38,4433.9,3874.02,33.5,1.5,3,Occasionnel
C103848,26,10427.35,26968.03,52.7,10.2,3,Fidele
C103849,37,7185.95,14294.84,36.3,6.1,2,Fidele
C103850,38,9154.88,14389.6,33.3,7.3,4,Fidele
C103851,43,7857.44,20362.45,70.0,7.9,1,Fidele
C103852,48,5901.59,19076.05,60.5,12.9,2,Fidele
C103853,36,7362.47,31145.04,26.0,9.8,2,Fidele
C103854,30,4409.04,-433.1,39.6,1.3,1,Occasionnel
C103855,40,8006.34,25621.35,48.1,9.2,1,Fidele
C103856,42,4313.21,3360.1,20.6,1.2,1,Occasionnel
C103857,27,6935.6,19436.61,65.6,11.9,3,Fidele
C103858,53,3110.88,2733.75,46.9,4.0,1,Occasionnel
C103859,44,13845.79,55165.24,66.0,8.0,3,Premium
C103860,24,7825.71,24848.62,51.6,6.1,1,Fidele
C103861,35,14966.53,127947.53,66.9,11.2,4,Premium
C103862,29,5533.77,5518.47,5.0,2.1,1,Occasionnel
C103863,22,8730.73,3626.78,69.9,11.2,2,Fidele
C103864,32,2772.28,-3496.57,13.0,0.0,1,Risque
C103865,48,6953.25,15077.51,67.6,10.7,3,Fidele
C103866,25,4615.72,2602.71,17.5,2.2,1,Occasionnel
C103867,36,1112.22,22302.57,38.7,10.7,1,Fidele
C103868,22,5551.18,4737.33,4.4,0.0,2,Occasionnel
C103869,18,10356.54,28922.92,53.3,7.5,1,Fidele
C103870,39,6404.82,21598.15,49.6,6.7,3,Fidele
C103871,25,5353.44,31665.91,38.3,5.4,2,Fidele
C103872,50,12353.5,101742.2,81.7,16.0,3,Premium
C103873,53,18616.26,84184.05,85.5,10.8,3,Premium
C103874,25,2996.69,1160.44,4.2,1.0,1,Risque
C103875,60,4751.78,26943.52,37.5,5.6,2,Fidele
C103876,60,12226.35,108501.59,59.3,3.5,3,Premium
C103877,35,3086.21,-3881.5,8.6,0.0,3,Risque
C103878,49,20940.63,56627.3,76.8,10.8,3,Premium
C103879,33,6327.11,16093.36,45.3,5.2,3,Fidele
C103880,18,2893.73,2217.65,19.0,0.8,3,Occasionnel
C103881,18,3493.33,1023.98,13.7,0.9,1,Risque
C103882,40,1925.23,-1572.2,27.7,2.0,3,Occasionnel
C103883,48,5874.5,18879.75,47.3,9.1,1,Fidele
C103884,27,1620.91,-350.65,30.8,0.7,1,Risque
C103885,54,13736.66,74227.7,96.2,18.2,4,Premium
C103886,33,809.86,753.2,7.0,0.9,1,Risque
C103887,27,4652.36,2548.93,42.5,1.5,2,Occasionnel
C103888,41,1798.52,-262.4,8.4,1.4,1,Risque
C103889,53,5525.98,23267.37,58.4,7.3,2,Fidele
C103890,42,15082.03,108885.01,77.8,4.9,4,Premium
C103891,37,2555.58,3393.51,27.7,2.1,1,Occasionnel
C103892,39,5581.9,3301.68,21.1,2.1,1,Occasionnel
C103893,21,810.07,3331.9,6.8,2.6,2,Occasionnel
C103894,24,3198.21,1065.63,24.1,1.6,1,Risque
C103895,23,3297.19,1987.09,11.8,0.1,3,Occasionnel
C103896,29,5635.75,16410.92,67.5,9.3,3,Fidele
C103897,41,8059.49,32250.32,61.2,9.5,1,Fidele
C103898,40,18034.91,42658.8,94.9,10.1,4,Premium
C103899,47,11060.73,11130.19,64.0,4.8,4,Fidele
C103900,50,15095.46,91209.16,86.5,9.1,6,Premium
C103901,44,3076.12,2352.54,34.7,0.9,2,Occasionnel
C103902,29,3501.44,747.31,43.2,1.9,1,Occasionnel
C103903,25,4391.65,-993.21,23.7,1.4,2,Occasionnel
C103904,41,8641.14,22528.85,51.8,4.7,2,Fidele
C103905,22,4594.35,2787.08,48.2,1.7,2,Occasionnel
C103906,29,4959.61,1509.59,15.8,2.1,2,Occasionnel
C103907,37,1393.72,-475.78,28.5,0.3,1,Risque
C103908,42,5132.48,5159.67,24.1,1.3,1,Occasionnel
C103909,35,3742.71,-1363.97,25.4,2.2,1,Occasionnel
C103910,31,7163.06,3582.04,52.9,2.5,3,Occasionnel
C103911,44,9245.2,25883.57,62.2,7.3,3,Fidele
C103912,26,500.0,-78.61,4.5,1.9,4,Risque
C103913,24,6245.18,17492.42,53.2,5.7,3,Fidele
C103914,47,7209.33,15689.61,49.7,5.4,2,Fidele
C103915,34,7852.96,19391.35,77.8,13.1,2,Fidele
C103916,43,6080.64,7242.97,32.0,2.1,2,Occasionnel
C103917,41,3532.02,2634.31,3.0,2.7,2,Occasionnel
C103918,33,3794.69,2994.5,44.3,0.0,1,Occasionnel
C103919,44,5680.88,26495.99,27.0,3.4,2,Fidele
C103920,51,6148.54,16001.22,32.5,14.1,3,Fidele
C103921,37,2673.12,107.14,2.3,0.8,2,Risque
C103922,48,8709.1,11448.63,59.6,8.9,1,Fidele
C103923,21,1819.5,2317.96,12.1,2.8,1,Risque
C103924,44,9180.59,29204.68,51.8,11.0,1,Fidele
C103925,52,3500.43,3852.69,57.7,1.4,1,Occasionnel
C103926,28,4544.95,4009.04,26.3,2.9,2,Occasionnel
C103927,39,2542.09,2182.99,16.5,1.1,1,Occasionnel
C103928,41,13808.37,90643.52,69.2,10.4,2,Premium
C103929,35,500.0,400.41,26.6,0.4,2,Risque
C103930,27,2815.69,983.41,43.0,1.0,1,Occasionnel
C103931,37,748.95,4305.44,59.5,1.9,1,Occasionnel
C103932,28,3402.01,-816.12,42.7,2.0,1,Occasionnel
C103933,48,14879.91,119384.52,77.1,10.8,4,Premium
C103934,48,7134.82,23194.37,37.8,10.6,3,Fidele
C103935,48,4609.69,28062.86,42.3,9.9,1,Fidele
C103936,58,6408.82,26074.65,43.9,13.0,2,Fidele
C103937,34,5597.14,4664.46,5.7,1.5,1,Occasionnel
C103938,40,4117.34,37439.11,65.7,4.8,2,Fidele
C103939,34,18575.27,48340.89,78.7,14.6,4,Premium
C103940,36,12348.59,112192.62,70.5,10.3,5,Premium
C103941,42,7150.4,28919.78,69.5,7.5,2,Fidele
C103942,51,7510.81,14207.36,74.7,5.4,3,Fidele
C103943,49,3771.85,2216.4,41.3,3.8,2,Occasionnel
C103944,34,6458.58,23762.14,35.9,2.9,2,Fidele
C103945,27,2589.34,-2475.28,21.4,0.0,1,Risque
C103946,24,7483.42,15540.09,38.6,6.0,2,Fidele
C103947,51,14495.05,68810.59,70.3,15.1,5,Premium
C103948,18,2036.47,-1345.97,12.5,1.8,1,Risque
C103949,46,7833.8,16366.99,37.8,13.6,2,Fidele
C103950,38,7513.72,8700.0,70.5,7.5,1,Fidele
C103951,27,4511.18,397.01,27.4,1.4,1,Risque
C103952,40,2606.61,1389.62,21.2,2.2,1,Risque
C103953,38,3855.76,3006.17,36.1,2.3,1,Occasionnel
C103954,54,15041.15,71059.81,95.1,9.5,4,Premium
C103955,34,4417.24,1948.78,15.7,1.1,2,Occasionnel
C103956,19,3203.3,-1583.26,18.9,1.3,1,Risque
C103957,18,2479.32,2859.82,3.9,3.3,1,Risque
C103958,35,18458.34,55559.91,70.2,8.6,4,Premium
C103959,26,4596.94,17711.09,60.0,14.0,1,Fidele
C103960,46,6493.47,24360.27,56.0,14.3,2,Fidele
C103961,52,14600.62,58242.96,90.8,7.3,3,Premium
C103962,24,2496.64,5861.77,49.3,0.6,1,Occasionnel
C103963,57,7819.69,19471.83,57.8,17.0,4,Fidele
C103964,20,10157.42,11205.05,54.3,13.7,3,Fidele
C103965,40,22233.2,88070.45,75.6,2.7,5,Premium
C103966,52,6456.15,7815.85,41.5,15.1,2,Fidele
C103967,18,8101.68,36894.77,61.2,9.0,3,Fidele
C103968,35,8756.3,22601.29,52.8,8.7,1,Fidele
C103969,45,14373.85,57753.36,79.7,11.1,2,Premium
C103970,32,1782.96,-236.59,12.3,0.8,1,Risque
C103971,59,14049.27,94805.69,85.6,18.2,5,Premium
C103972,32,4037.93,3498.02,36.6,2.4,2,Occasionnel
C103973,62,6606.74,13407.45,40.6,8.9,3,Fidele
C103974,53,14315.87,66740.68,74.0,11.8,4,Premium
C103975,36,9296.82,23694.27,61.9,8.0,3,Fidele
C103976,53,9733.43,55739.32,85.7,12.7,4,Premium
C103977,64,10853.09,69443.82,59.5,8.3,4,Premium
C103978,41,9404.35,37513.49,49.9,8.4,4,Fidele
C103979,22,5335.49,2356.52,49.7,1.1,2,Occasionnel
C103980,38,12877.33,86734.14,84.4,9.0,4,Premium
C103981,49,9760.77,24963.7,57.7,10.3,3,Fidele
C103982,37,4459.84,2300.19,14.1,4.2,1,Occasionnel
C103983,19,7916.86,-2296.54,53.5,6.6,2,Fidele
C103984,41,11720.27,41218.33,65.7,3.9,3,Fidele
C103985,35,19543.32,74452.93,55.3,13.9,5,Premium
C103986,41,5769.43,5206.03,57.6,9.1,1,Fidele
C103987,62,11248.16,18351.9,44.4,5.9,2,Fidele
C103988,18,1914.86,130.85,39.6,2.0,1,Risque
C103989,42,3797.15,-2381.11,16.6,0.5,2,Risque
C103990,42,3397.35,1173.21,10.4,1.5,1,Risque
C103991,25,8536.6,10932.77,58.9,6.2,2,Fidele
C103992,38,14867.5,80684.2,77.7,18.0,7,Premium
C103993,35,9680.77,14079.98,59.3,7.6,3,Fidele
C103994,29,6359.92,22275.28,61.1,6.9,1,Fidele
C103995,42,13061.42,93924.15,88.5,16.0,5,Premium
C103996,21,19906.14,101648.43,86.2,13.2,3,Premium
C103997,28,8688.95,3431.81,67.4,11.3,1,Fidele
C103998,54,9853.95,19278.04,47.6,7.5,2,Fidele
C103999,40,4825.28,29178.74,63.0,11.5,3,Fidele
C104000,37,5467.25,2703.69,36.0,2.4,1,Occasionnel
C104001,33,6673.35,13254.08,34.3,8.6,1,Fidele
C104002,37,713.65,-1168.68,16.2,1.7,1,Risque
C104003,34,2717.49,8877.72,53.6,7.7,3,Fidele
C104004,29,5896.2,7793.88,16.6,2.6,2,Occasionnel
C104005,33,6643.33,18885.56,51.7,8.5,3,Fidele
C104006,34,5367.98,17293.27,72.4,4.1,3,Fidele
C104007,25,6564.46,15238.18,53.1,9.0,2,Fidele
C104008,37,12847.29,10493.23,62.3,10.5,2,Fidele
C104009,43,4993.88,365.82,33.7,2.2,2,Occasionnel
C104010,36,10435.61,24153.48,33.9,11.0,4,Fidele
C104011,31,4121.1,24762.11,50.8,3.9,2,Fidele
C104012,28,1001.67,-1618.82,21.2,1.8,2,Risque
C104013,43,21204.71,73798.09,67.0,10.1,5,Premium
C104014,42,2929.95,5165.76,52.2,3.1,2,Occasionnel
C104015,31,3483.8,4136.21,8.6,0.0,2,Occasionnel
C104016,42,8111.48,11474.83,44.8,3.4,3,Fidele
C104017,43,8597.86,12581.97,84.7,6.4,4,Fidele
C104018,40,20021.53,59115.56,68.3,10.8,5,Premium
C104019,35,6897.23,6079.62,9.5,0.8,3,Occasionnel
C104020,33,6324.21,21091.94,47.0,12.2,3,Fidele
C104021,38,7356.62,12280.23,55.9,8.7,1,Fidele
C104022,66,7551.96,21429.3,56.5,5.7,1,Fidele
C104023,43,1068.31,-975.79,28.8,1.8,1,Risque
C104024,25,4471.25,4258.13,44.3,3.0,2,Occasionnel
C104025,40,3772.12,1574.17,26.2,0.0,2,Risque
C104026,28,4271.43,3006.73,29.8,3.5,1,Occasionnel
C104027,21,2710.06,5040.06,47.6,0.8,2,Occasionnel
C104028,65,4306.78,31744.37,35.9,3.6,2,Fidele
C104029,23,500.0,198.61,13.2,0.9,1,Risque
C104030,26,3862.81,3459.54,17.9,0.2,1,Occasionnel
C104031,27,4937.34,19521.42,48.7,5.9,3,Fidele
C104032,29,5074.56,4509.91,30.8,2.2,1,Occasionnel
C104033,18,4022.27,5856.44,40.3,2.5,1,Occasionnel
C104034,53,11587.64,81521.89,73.1,7.0,3,Premium
C104035,29,7344.59,10291.07,59.9,5.7,2,Fidele
C104036,27,7198.81,23136.83,56.0,10.8,4,Fidele
C104037,35,3220.93,3185.04,33.2,2.1,2,Occasionnel
C104038,53,5582.87,18578.76,27.4,11.0,2,Fidele
C104039,38,3568.92,2151.23,3.2,1.9,3,Occasionnel
C104040,35,5411.25,18798.74,48.2,4.9,2,Fidele
C104041,30,5787.74,1712.38,72.3,0.1,1,Occasionnel
C104042,49,13019.01,89412.99,81.9,4.2,3,Premium
C104043,41,3443.79,-1833.63,32.7,0.4,3,Risque
C104044,43,6820.44,23802.58,67.2,10.3,1,Fidele
C104045,64,8772.3,25528.3,62.1,10.0,3,Fidele
C104046,40,6847.03,20284.02,69.6,4.5,2,Fidele
C104047,48,10245.46,19514.56,43.2,7.7,1,Fidele
C104048,46,5608.36,36508.33,70.4,9.0,2,Fidele
C104049,18,5001.67,3901.08,33.2,1.6,3,Occasionnel
C104050,20,2978.03,-1295.57,28.1,0.6,2,Risque
C104051,28,4801.06,1243.66,9.9,1.8,1,Occasionnel
C104052,19,4661.32,2300.39,34.7,1.5,2,Occasionnel
C104053,33,7386.22,29604.43,54.5,8.5,1,Fidele
C104054,25,2225.46,1064.86,36.4,0.1,1,Occasionnel
C104055,42,4408.52,4016.68,44.9,2.6,1,Occasionnel
C104056,53,6291.41,26668.37,74.1,2.9,2,Fidele
C104057,26,2676.18,1614.35,15.5,0.7,1,Risque
C104058,30,8175.92,21049.65,55.0,8.4,2,Fidele
C104059,18,5602.01,1495.69,43.9,2.9,3,Occasionnel
C104060,18,1932.41,-854.57,18.7,2.0,2,Risque
C104061,23,3608.62,426.53,26.8,1.2,1,Occasionnel
C104062,56,5436.82,11954.05,30.4,9.9,1,Fidele
C104063,37,5466.14,778.45,4.2,1.8,1,Occasionnel
C104064,39,22254.94,50785.49,59.7,5.5,4,Premium
C104065,24,4817.84,1857.82,36.9,1.5,1,Occasionnel
C104066,33,10854.8,29019.09,65.2,12.7,2,Fidele
C104067,24,5241.51,2039.4,5.4,1.5,2,Occasionnel
C104068,29,3926.34,340.62,26.0,1.2,1,Risque
C104069,34,3618.78,21154.35,49.7,6.0,1,Fidele
C104070,27,10430.96,15382.65,50.5,6.4,1,Fidele
C104071,46,4076.4,3502.91,48.2,2.5,3,Occasionnel
C104072,29,7179.98,18054.88,37.6,7.4,1,Fidele
C104073,35,8104.85,12270.54,74.5,8.9,2,Fidele
C104074,51,15964.56,62187.83,79.9,10.2,5,Premium
C104075,18,9669.05,28458.63,48.7,8.3,1,Fidele
C104076,33,5329.88,2676.75,19.0,2.5,1,Occasionnel
C104077,37,1802.98,3740.62,39.5,3.1,1,Occasionnel
C104078,37,8715.32,25464.3,73.9,9.8,3,Fidele
C104079,34,5539.95,21453.06,49.8,4.6,2,Fidele
C104080,49,8200.18,19657.72,43.9,9.2,3,Fidele
C104081,45,10734.95,14554.65,70.8,5.8,4,Fidele
C104082,34,4049.72,3901.23,20.2,3.1,1,Occasionnel
C104083,32,5225.42,2959.42,54.1,7.6,3,Fidele
C104084,31,5069.52,4481.0,22.6,1.8,1,Occasionnel
C104085,25,2636.16,707.72,30.7,0.5,1,Risque
C104086,40,4444.45,-815.65,18.0,4.8,1,Occasionnel
C104087,45,5643.44,745.55,40.7,3.5,1,Occasionnel
C104088,52,13929.49,65616.26,83.1,8.8,2,Premium
C104089,34,11236.86,8696.58,54.2,13.1,2,Fidele
C104090,37,17873.39,75843.56,77.2,4.1,3,Premium
C104091,18,3764.35,4109.77,20.7,1.3,2,Occasionnel
C104092,30,3178.82,3422.82,41.5,2.1,1,Occasionnel
C104093,37,7771.4,14058.84,39.6,3.8,3,Fidele
C104094,58,6133.54,12856.27,49.5,7.2,2,Fidele
C104095,30,5213.42,22314.88,60.1,4.2,2,Fidele
C104096,30,1541.39,4953.87,21.1,0.0,1,Occasionnel
C104097,27,3590.55,-88.04,26.5,2.0,1,Occasionnel
C104098,38,4775.31,2049.69,30.5,3.7,3,Occasionnel
C104099,24,766.95,-5628.18,4.8,0.0,1,Risque
C104100,31,6553.43,26491.95,39.4,8.5,2,Fidele
C104101,32,5141.51,2407.24,32.3,4.8,1,Occasionnel
C104102,45,1901.22,3333.13,16.1,1.9,2,Occasionnel
C104103,26,3089.44,18972.49,48.5,11.1,1,Fidele
C104104,27,1046.41,1396.59,20.7,2.5,3,Risque
C104105,40,19029.2,64779.32,85.3,9.9,5,Premium
C104106,39,5762.99,3071.75,40.6,2.3,1,Occasionnel
C104107,41,2538.37,3938.16,25.9,2.6,1,Occasionnel
C104108,23,526.29,-1778.53,19.7,0.4,1,Risque
C104109,20,3818.28,2770.69,38.2,4.0,1,Occasionnel
C104110,22,6169.51,31271.34,50.0,8.5,3,Fidele
C104111,24,3146.78,5744.67,29.8,1.0,1,Occasionnel
C104112,24,4625.87,6382.42,38.8,4.7,1,Occasionnel
C104113,41,4141.11,764.21,23.8,1.7,1,Occasionnel
C104114,22,5016.95,3090.22,18.2,0.8,2,Occasionnel
C104115,44,6474.15,13736.82,55.8,7.6,2,Fidele
C104116,22,6765.71,4595.99,36.4,1.7,1,Occasionnel
C104117,28,3940.4,-1040.88,14.3,0.9,1,Risque
C104118,42,4851.17,18915.7,72.8,12.0,3,Fidele
C104119,55,8495.69,19592.1,51.4,9.0,3,Fidele
C104120,40,4209.11,1808.98,14.2,3.1,1,Risque
C104121,21,4596.78,4170.66,22.6,1.2,1,Occasionnel
C104122,18,3803.53,1670.39,30.5,0.4,1,Risque
C104123,52,6562.47,28737.49,46.7,10.5,1,Fidele
C104124,36,2328.24,239.17,25.3,0.7,1,Risque
C104125,69,5728.41,20847.1,88.0,10.1,3,Fidele
C104126,52,3134.98,2184.31,51.9,2.4,1,Occasionnel
C104127,39,6349.33,21068.55,49.8,0.0,1,Fidele
C104128,29,4691.6,3509.73,31.0,0.3,1,Occasionnel
C104129,30,788.35,592.66,41.1,1.2,2,Risque
C104130,34,6917.71,-166.92,9.4,2.1,1,Occasionnel
C104131,21,4984.51,2961.72,21.2,2.7,1,Occasionnel
C104132,37,7710.21,6761.26,52.7,7.8,4,Fidele
C104133,38,5418.54,79.39,15.0,3.5,2,Occasionnel
C104134,18,1609.64,4015.96,46.1,2.7,1,Occasionnel
C104135,23,12714.2,94140.81,82.2,8.7,4,Premium
C104136,22,4580.32,768.08,41.6,3.4,1,Occasionnel
C104137,31,1235.19,966.94,14.3,0.0,1,Risque
C104138,24,3597.97,3326.07,29.1,1.4,2,Occasionnel
C104139,32,2979.81,3638.39,34.4,2.4,1,Occasionnel
C104140,24,7146.44,12800.75,50.7,4.8,1,Fidele
C104141,24,3966.52,3151.73,28.7,0.0,2,Occasionnel
C104142,34,15877.76,47897.34,74.6,5.3,5,Premium
C104143,48,5598.05,28767.62,51.7,5.5,2,Fidele
C104144,41,7251.31,3397.26,55.9,12.4,2,Fidele
C104145,48,6898.65,30743.94,66.0,6.9,3,Fidele
C104146,38,18706.24,48405.63,60.6,8.5,3,Premium
C104147,42,4162.95,1736.09,42.9,1.9,2,Occasionnel
C104148,26,4721.07,23997.32,59.8,13.7,2,Fidele
C104149,44,6422.99,14019.83,67.9,3.8,1,Fidele
C104150,42,8158.68,13343.61,67.5,4.7,2,Fidele
C104151,34,3063.41,2579.26,37.8,2.4,1,Occasionnel
C104152,42,8144.28,35167.64,57.5,10.3,2,Fidele
C104153,32,6540.07,31291.25,59.5,7.0,1,Fidele
C104154,24,4282.7,5362.14,40.5,2.5,1,Occasionnel
C104155,46,10358.85,73322.22,81.3,8.7,6,Premium
C104156,28,1313.35,1645.16,21.4,0.0,2,Risque
C104157,36,15049.38,76486.94,70.5,7.5,2,Premium
C104158,54,8353.55,19044.47,68.3,8.9,2,Fidele
C104159,65,5040.09,21076.73,41.7,7.7,1,Fidele
C104160,38,3739.77,2150.78,27.1,0.4,1,Occasionnel
C104161,27,5102.02,14830.55,85.0,7.6,3,Fidele
C104162,22,2445.17,1836.13,23.1,0.5,2,Risque
C104163,49,6497.49,21078.27,48.8,7.1,2,Fidele
C104164,27,5053.66,3042.86,20.5,1.6,1,Occasionnel
C104165,18,9995.13,14608.77,50.8,8.5,4,Fidele
C104166,40,10542.44,50907.12,74.2,13.7,2,Premium
C104167,48,7326.5,19371.66,40.5,9.9,2,Fidele
C104168,25,4341.36,1886.42,40.0,1.7,1,Occasionnel
C104169,18,6449.27,34482.64,40.8,12.8,2,Fidele
C104170,32,4164.93,-338.45,29.0,0.6,1,Risque
C104171,37,4563.89,5040.85,53.3,1.6,1,Occasionnel
C104172,33,4160.22,-1606.0,33.6,1.1,2,Risque
C104173,34,10088.28,19235.09,66.7,7.4,2,Fidele
C104174,18,5469.08,3155.66,46.6,2.7,1,Occasionnel
C104175,36,4832.43,1472.05,53.7,1.8,1,Occasionnel
C104176,24,3990.87,3014.25,32.4,2.1,1,Occasionnel
C104177,21,1914.0,-882.73,20.9,0.0,1,Risque
C104178,24,869.61,2517.94,15.5,1.5,3,Occasionnel
C104179,18,500.0,-309.2,9.1,1.4,1,Risque
C104180,46,4770.59,5785.16,16.8,3.1,1,Occasionnel
C104181,33,11065.68,67865.02,84.8,2.4,4,Premium
C104182,26,2632.12,2910.62,50.7,3.1,2,Occasionnel
C104183,24,6426.12,11615.82,82.2,6.8,1,Fidele
C104184,29,1099.61,-579.6,12.9,0.0,1,Risque
C104185,38,3870.64,234.5,2.1,1.7,1,Occasionnel
C104186,47,12747.6,71979.12,94.2,2.1,3,Premium
C104187,49,16908.48,72134.04,79.6,10.0,4,Premium
C104188,49,13711.91,83037.63,85.5,10.4,4,Premium
C104189,37,11469.47,9069.02,48.2,6.4,2,Fidele
C104190,45,12406.33,66768.42,65.6,11.6,4,Premium
C104191,32,4556.57,3997.27,52.6,4.9,1,Occasionnel
C104192,33,5999.54,6572.17,18.2,1.2,1,Occasionnel
C104193,28,6763.48,5393.86,58.9,3.0,2,Occasionnel
C104194,50,5977.43,21016.94,59.2,12.4,3,Fidele
C104195,28,2618.17,794.13,28.9,1.0,1,Occasionnel
C104196,30,15206.22,109556.73,82.5,7.8,3,Premium
C104197,35,3926.32,-2018.33,21.4,0.9,2,Risque
C104198,18,4976.54,13912.84,57.6,10.1,3,Fidele
C104199,39,10412.15,89764.09,79.4,6.3,4,Premium
C104200,36,6667.28,21972.83,67.0,2.3,2,Fidele
C104201,42,2026.21,2462.54,40.8,2.8,2,Occasionnel
C104202,41,16715.21,63857.73,92.3,10.0,4,Premium
C104203,37,4488.58,2938.63,65.8,2.7,3,Occasionnel
C104204,26,4363.64,2962.9,25.0,1.0,1,Occasionnel
C104205,22,2197.19,3761.92,24.8,1.9,2,Occasionnel
C104206,34,6501.83,7043.98,81.6,2.2,1,Fidele
C104207,41,19525.55,81890.23,74.6,8.2,5,Premium
C104208,59,5384.56,25522.0,73.3,5.5,3,Fidele
C104209,45,12203.95,11518.68,52.1,8.7,2,Fidele
C104210,25,3975.1,2311.8,19.6,3.9,1,Occasionnel
C104211,26,7637.25,20370.38,61.3,7.9,3,Fidele
C104212,34,7928.5,17293.57,62.5,9.5,2,Fidele
C104213,46,14683.18,82480.31,77.6,16.2,4,Premium
C104214,38,4896.31,1168.75,15.0,1.2,1,Occasionnel
C104215,59,6076.24,33747.11,54.8,7.5,1,Fidele
C104216,39,2154.77,4903.6,25.1,2.4,1,Occasionnel
C104217,59,14189.4,104294.43,90.6,8.7,3,Premium
C104218,37,2777.95,155.19,31.2,1.4,1,Risque
C104219,34,2508.12,752.87,21.7,2.3,1,Occasionnel
C104220,49,5844.66,21371.91,41.8,12.2,3,Fidele
C104221,53,16493.76,67992.35,79.1,9.8,2,Premium
C104222,29,9051.12,35563.78,45.4,10.3,2,Fidele
C104223,37,3648.32,24485.94,68.8,8.2,3,Fidele
C104224,37,4714.27,31403.25,70.0,11.4,2,Fidele
C104225,39,2073.22,-2851.68,5.5,1.3,1,Risque
C104226,18,3033.76,1395.77,11.2,2.0,1,Occasionnel
C104227,34,6505.38,18329.61,52.5,3.1,2,Fidele
C104228,36,3681.61,740.44,26.8,0.3,1,Occasionnel
C104229,19,9702.09,22764.02,58.1,7.7,2,Fidele
C104230,31,1989.56,-371.92,8.3,0.8,2,Risque
C104231,35,6886.12,95346.77,68.9,19.9,4,Premium
C104232,40,5040.96,4224.42,36.7,2.8,1,Occasionnel
C104233,31,3510.28,3212.94,16.6,2.0,2,Occasionnel
C104234,52,17147.27,80837.09,100.0,9.2,3,Premium
C104235,32,6250.97,29749.15,69.4,8.4,1,Fidele
C104236,57,7832.3,27239.68,34.5,9.8,1,Fidele
C104237,26,1598.98,-275.75,27.6,0.3,1,Risque
C104238,46,4082.98,4767.01,27.6,3.1,2,Occasionnel
